File_Name,Content,Category
807D0F1F,a modified function point method for cal systems with respect to software cost estimation,icse
5C061E57,on maintaining priorities in a production rule system,vldb
807673EB,bi criteria models for all uses test suite reduction,icse
7A5376DE,foreword by the vldb 98 pc chairmen,vldb
072D0733,synergistic authorization in database systems,vldb
5EC070AF,introducing global supply chains into software engineering education,icse
7EC687C3,interesting phrase mining for ad hoc text analytics,vldb
80389868,myportal robust extraction and aggregation of web content,vldb
7ED8847A,ranking programs using black box testing,icse
81A92BDC,bridging the gap between requirement analysis and architecture design of self adaptive systems,icse
022C9725,of nests and trees a umfied approach to processing queries that contain nested subqueries,vldb
7D772A7A,ipac an interactive approach to access control for semi structured data,vldb
0BEF2F61,databases and workflow management what is it all about panel,vldb
5CCA98AB,commercial use of database technology,vldb
7A407A08,on the power of languages for the manipulation of complex objects,vldb
674B28B0,scene image recognition with multi level resolution semantic modeling,icse
7EFD2865,providing support for creating next generation software architecture languages,icse
03E13642,joining ranked inputs in practice,vldb
7F8DA634,synthesis and characterization of sn doped zno nanowires,icse
707C8889,a methodology for bridging between rbac and an arbitrary application program,vldb
7CB65705,query processing techniques for arrays,vldb
70748C11,a fast and accurate multi level b spline approximation with adaptive lattice partitioning and independent subregions transformation,icse
7DE360B4,self aligned double gate dg vertical mosfet s using oblique rotating implantation ori method with reduced parasitic capacitance,icse
779F38B2,vlsi implementation of 1 2 viterbi decoder for ieee p802 15 3a uwb communication,icse
548F8A06,algorithmic systems ecology experiments on multiple interaction types and patches,icse
7BB64BA1,a sustainable form for interaction design patterns based on keywords and interaction levels,icse
80C6407D,software engineering project management estimation and metrics discussion summary and recommendations,icse
80C367D0,software engineering for large scale multi agent systems selmas 04,icse
77F9A036,supporting ranking queries on uncertain and incomplete data,vldb
7B3BD709,using return on investment to compare agile and plan driven practices in undergraduate group projects,icse
80F5966E,diagnosing new faults using mutants and prior faults nier track,icse
7691533B,failure analysis of discolored and nonstick al bondpad during wafer sorting process,icse
77FF4213,data structure based performance evaluation of emerging technologies a comparison of scala ruby groovy and python,icse
7A2F6699,the research of microprocessor protection device based on dsp,icse
5BCFBCEE,distributed set expression cardinality estimation,vldb
7EF835BD,model checking lots of systems efficient verification of temporal properties in software product lines,icse
034B398E,the datablitz main memory storage manager architecture performance and experience,vldb
7E0ACB95,the impacts of software process improvement on developers a systematic review,icse
7EA00835,a modified lift off technique to prevent pattern following effect in microfabrication,icse
7DE926B1,bellwether analysis predicting global aggregates from local regions,vldb
7B74ADCC,risk management in global software development a position paper,icse
08F7A521,revisiting parallel multi join query processing via hashing,vldb
8123A969,trax real world tracking of moving objects,vldb
861FDB77,proceedings of the 23rd international conference on software engineering,icse
81316B84,autocompletion for mashups,vldb
76E6074F,evaluating the reliability of communication diagram using fuzzy petri net,icse
7F51C286,osprey a practical type system for validating dimensional unit correctness of c programs,icse
5C387EF2,sybase iq multiplex designed for analytics,vldb
81CAF6E8,analyst oriented taint analysis by taint path slicing and aggregation,icse
80299252,a light weight publisher subscriber middleware for dynamic reconfiguration in networks of embedded smart cameras,icse
79B17C36,clustering categorical data an approach based on dynamical systems,vldb
586BBF3F,a bandwidth model for internet search,vldb
59526450,risd a methodology for building i strategic dependency models,icse
7E35D9A3,unifying verification and validation techniques relating behavior and properties through partial evidence,icse
7EFDD1EF,dielectric properties of a superlattice containing a linear copolysiloxane substituted with aromatic acid side chains langmuir blodgett films,icse
787F27F4,a system of detecting mobile object and alarming based on arm,icse
5B4306A9,modeling design versions,vldb
78DC8F25,stubby a transformation based optimizer for mapreduce workflows,vldb
78893A7E,silterra s experience in developing multi skills technician,icse
834759A9,the impact of research on middleware technology,icse
7ECBA3A4,resisting structural re identification in anonymized social networks,vldb
7BE63DC7,efficient query evaluation on probabilistic databases,vldb
7.67E+14,spotting working code examples,icse
6E73605A,on the use of enterprise java beans 2 0 local interfaces,icse
75DA51BA,dual ecological measures of focus in software development,icse
76B250FB,guest editors introduction 1999 international conference on software engineering,icse
7B724FF4,from security patterns to implementation using petri nets,icse
81BF4217,combining formal verification and testing for correct legacy component integration in mechatronic uml,icse
7BE4FC29,research demonstrations and posters,icse
793629DA,the bea streaming xquery processor,vldb
798780C4,designing grace can an introductory programming language support the teaching of software engineering,icse
809FB344,optical transceiver design for pof portable optical access card system using light to frequency converter,icse
7BA1AD07,a study of incentive mechanism to weaken bullwhip effect of supply chains,icse
751DC060,efficient support for interactive service in multi resolution vod systems,vldb
